Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,8.10E-05,3.77E-05,-1.07E-04,3.67E-01
1,-3.07E-05,2.65E-05,-5.42E-03,4.93E-01
2,-8.66E-04,-6.26E-04,-6.97E-03,1.96E-01
3,-1.40E-03,-8.12E-04,-5.07E-03,3.09E-02
4,-1.78E-03,-7.18E-03,5.23E-03,1.83E-01
5,-7.10E-04,-7.72E-04,-1.46E-02,2.79E-01
6,-7.41E-04,-7.25E-04,-1.31E-02,2.51E-01
7,-1.93E-03,-6.09E-03,1.14E-02,1.29E-01
8,-3.43E-03,-6.80E-03,5.56E-03,1.68E-01
9,-1.77E-03,-6.27E-03,1.70E-03,6.90E-02
10,8.51E-04,-5.38E-04,-9.45E-03,2.42E-01
11,3.60E-04,-9.54E-04,-1.42E-02,2.82E-01
12,4.00E-03,-1.61E-03,3.69E-03,4.05E-02
13,1.33E-03,7.98E-04,-5.08E-03,1.44E-02
14,-2.63E-03,-6.02E-03,1.30E-02,9.47E-02
15,6.21E-03,-1.04E-03,1.29E-03,1.33E-02
16,-3.53E-03,-3.96E-03,2.02E-04,2.67E-02
17,-2.48E-04,1.00E-03,-9.84E-03,2.50E-01
18,-3.74E-03,3.74E-03,6.54E-04,7.21E-02
19,2.96E-04,1.05E-03,-1.19E-02,2.18E-01
20,-2.93E-03,3.23E-03,2.86E-03,1.31E-01
21,-2.74E-03,7.58E-03,4.47E-03,1.24E-01
22,5.11E-03,6.53E-04,-1.10E-03,4.03E-02
23,-1.61E-03,-5.05E-03,2.64E-03,8.46E-02
24,-1.02E-03,-3.41E-04,-1.09E-02,1.85E-01
25,-2.97E-03,4.27E-03,1.16E-02,9.29E-02
26,-3.03E-03,5.64E-03,4.98E-03,6.68E-02
27,-3.33E-03,-5.54E-03,3.03E-03,1.90E-01
28,-2.14E-03,5.84E-03,1.13E-03,8.37E-02
29,-3.28E-03,6.98E-03,6.00E-03,1.70E-01
30,-1.53E-03,-5.88E-03,9.51E-03,1.34E-01
31,9.57E-04,3.48E-04,-9.04E-03,2.35E-01
32,-2.54E-03,5.15E-03,1.28E-02,2.58E-01
33,3.32E-03,2.09E-03,3.63E-03,1.04E-01
34,-1.94E-03,-4.44E-03,1.10E-02,1.08E-01
35,-1.46E-03,8.00E-04,-5.02E-03,1.70E-02
36,-1.65E-03,6.33E-03,8.96E-03,1.26E-01
37,-1.92E-03,-3.72E-03,3.13E-03,1.44E-01
38,-1.74E-03,6.63E-03,7.80E-03,1.49E-01
39,1.17E-03,-1.43E-03,-4.88E-03,3.70E-02
40,-3.29E-03,-4.50E-03,6.82E-04,7.03E-02
41,-3.51E-03,5.63E-03,9.40E-03,1.08E-01
42,-1.98E-03,-4.84E-03,-1.85E-04,6.40E-02
43,6.49E-03,2.55E-04,2.84E-03,4.91E-03
44,-2.10E-03,5.52E-03,3.64E-03,1.11E-01
45,6.61E-04,8.62E-04,-1.42E-02,2.60E-01
46,5.04E-03,-1.70E-04,3.96E-03,1.44E-03
47,-2.00E-03,5.32E-03,6.75E-03,8.81E-02
48,-3.93E-03,-3.29E-03,1.13E-03,3.96E-02
49,1.66E-03,-9.27E-04,-4.83E-03,3.41E-02
50,-8.60E-04,5.15E-03,4.86E-04,6.07E-02
51,-1.98E-03,-5.55E-03,3.54E-03,9.43E-02
52,-7.32E-04,8.37E-04,-1.42E-02,2.65E-01
53,-3.20E-03,-7.02E-03,2.65E-03,8.55E-02
54,5.19E-03,-2.84E-04,-9.98E-04,4.36E-02
55,-2.84E-03,-5.67E-03,4.62E-03,1.02E-01
56,-2.00E-03,-5.96E-03,1.24E-02,1.03E-01
57,-1.70E-03,-4.88E-03,1.02E-02,1.14E-01
58,-1.24E-04,-1.05E-03,-6.42E-03,1.98E-01
59,4.57E-04,9.48E-04,-6.87E-03,2.00E-01
60,5.57E-03,1.13E-03,3.33E-03,5.83E-03
61,-1.92E-03,-5.22E-03,7.70E-03,1.04E-01
62,-2.92E-03,-5.65E-03,1.06E-03,7.87E-02
63,-3.92E-03,-3.45E-03,3.90E-04,6.58E-03
64,-3.06E-03,6.04E-03,1.19E-02,9.64E-02
65,-2.71E-03,-7.55E-03,3.86E-03,1.17E-01
66,-3.00E-03,-5.14E-03,7.30E-03,6.13E-02
67,3.88E-03,-2.97E-03,2.06E-03,6.14E-02
68,-1.40E-03,-5.07E-03,3.64E-04,5.58E-02
69,-2.85E-03,4.41E-03,2.72E-03,1.46E-01
70,-2.01E-03,-4.11E-03,1.24E-02,1.05E-01
71,-3.31E-03,4.95E-03,1.04E-03,1.07E-01
72,-7.77E-04,7.20E-04,-6.93E-03,2.16E-01
73,-2.33E-04,-1.55E-03,-5.04E-03,1.39E-02
74,-1.59E-03,-4.99E-03,-3.63E-05,5.68E-02
75,-3.25E-03,6.60E-03,2.04E-03,7.72E-02
76,-2.97E-03,-4.27E-03,-3.83E-04,5.40E-02
77,8.68E-05,-1.05E-03,-8.97E-03,2.01E-01
78,-3.51E-03,-5.47E-03,1.12E-02,1.13E-01
79,1.01E-03,-9.23E-05,-1.04E-02,2.25E-01
80,-1.56E-03,4.35E-03,1.28E-02,8.75E-02
81,8.27E-04,-6.59E-04,-7.64E-03,1.97E-01
82,-8.17E-04,-6.06E-04,-1.01E-02,2.32E-01
83,-3.53E-03,-4.74E-03,1.67E-03,1.24E-01
84,3.64E-04,1.64E-03,-4.96E-03,1.13E-02
85,-1.06E-03,-6.50E-05,-7.89E-03,1.82E-01
86,5.94E-03,1.58E-03,1.31E-03,1.08E-02
87,-2.47E-04,1.07E-03,-1.44E-02,2.81E-01
88,1.04E-03,9.31E-05,-1.28E-02,2.53E-01
89,3.78E-03,2.81E-03,2.53E-03,3.00E-02
90,-3.24E-03,-5.63E-03,1.26E-02,1.34E-01
91,-3.48E-03,-3.88E-03,-2.13E-04,3.12E-02
92,-3.22E-03,-6.27E-03,1.76E-03,8.62E-02
93,-1.95E-03,4.80E-03,9.08E-03,8.97E-02
94,2.95E-03,-2.54E-03,3.50E-03,1.49E-01
95,-4.09E-03,-3.18E-03,7.15E-04,3.27E-02
96,-2.69E-03,-5.18E-03,6.45E-03,4.17E-02
97,-3.07E-03,-4.76E-03,9.42E-03,8.57E-02
98,4.61E-03,2.51E-03,-3.41E-04,9.96E-03
99,-2.31E-03,4.02E-03,1.26E-02,1.11E-01
100,-2.08E-03,6.72E-03,1.89E-03,8.34E-02
101,-2.22E-03,4.37E-03,1.04E-02,7.42E-02
102,-3.07E-03,-6.08E-03,1.10E-02,1.43E-01
103,-1.58E-03,3.79E-03,3.25E-03,1.24E-01
104,-1.74E-03,4.52E-03,1.15E-02,1.14E-01
105,-3.39E-03,-6.40E-03,8.22E-03,1.29E-01
