Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,6.65E-03,-4.52E-04,3.40E-03,1.22E-02
1,6.76E-03,-2.52E-04,3.34E-03,1.05E-02
2,6.61E-03,-2.77E-04,3.49E-03,9.60E-03
3,5.71E-03,4.01E-04,4.10E-03,7.33E-03
4,5.53E-03,5.45E-04,4.15E-03,1.60E-02
5,5.49E-03,3.60E-04,4.20E-03,1.36E-02
6,6.68E-03,3.45E-04,3.43E-03,8.03E-03
7,6.50E-03,2.74E-04,3.61E-03,8.31E-03
8,6.64E-03,1.01E-04,3.50E-03,8.47E-03
9,4.71E-03,-2.72E-03,2.74E-03,1.24E-01
10,4.79E-03,-2.77E-03,2.54E-03,1.15E-01
11,4.89E-03,-2.65E-03,2.68E-03,9.91E-02
12,6.49E-03,5.83E-05,3.64E-03,8.57E-03
13,5.13E-03,9.10E-04,4.21E-03,4.38E-02
14,5.26E-03,1.12E-03,4.07E-03,3.66E-02
15,5.04E-03,1.17E-03,4.14E-03,5.62E-02
16,4.60E-03,-1.89E-03,3.83E-03,1.27E-01
17,4.54E-03,-1.74E-03,3.97E-03,1.43E-01
18,4.40E-03,-1.90E-03,3.90E-03,1.82E-01
19,4.34E-03,1.04E-03,4.41E-03,1.89E-01
20,4.30E-03,1.27E-03,4.33E-03,2.10E-01
21,4.14E-03,1.17E-03,4.41E-03,2.73E-01
22,6.76E-03,-4.81E-04,3.25E-03,1.24E-02
23,5.41E-03,-2.08E-03,3.14E-03,5.76E-02
24,5.56E-03,-2.04E-03,3.04E-03,5.53E-02
25,5.54E-03,-1.94E-03,3.21E-03,5.07E-02
26,5.32E-03,5.35E-04,4.24E-03,2.86E-02
27,4.18E-03,-1.65E-03,4.15E-03,2.79E-01
28,4.34E-03,-1.46E-03,4.21E-03,2.01E-01
29,4.08E-03,-1.45E-03,4.28E-03,3.50E-01
30,6.22E-03,-1.82E-04,3.83E-03,8.07E-03
31,6.13E-03,-3.25E-04,3.87E-03,7.65E-03
32,6.31E-03,-3.60E-04,3.74E-03,1.00E-02
33,4.47E-03,-2.07E-03,3.74E-03,1.63E-01
34,4.88E-03,-1.66E-03,3.89E-03,8.43E-02
35,5.00E-03,-1.84E-03,3.68E-03,7.41E-02
36,5.12E-03,-1.66E-03,3.77E-03,6.01E-02
37,6.05E-03,-1.24E-04,3.94E-03,4.61E-03
38,4.49E-03,8.10E-04,4.44E-03,1.45E-01
39,4.57E-03,1.02E-03,4.36E-03,1.23E-01
40,4.84E-03,-2.33E-03,3.25E-03,9.70E-02
41,4.70E-03,-2.47E-03,3.15E-03,1.20E-01
42,4.89E-03,-2.46E-03,3.02E-03,9.72E-02
43,4.67E-03,-2.05E-03,3.66E-03,1.23E-01
44,6.88E-03,-3.27E-04,3.15E-03,1.02E-02
45,4.54E-03,-2.22E-03,3.56E-03,1.47E-01
46,4.76E-03,-2.20E-03,3.46E-03,1.08E-01
47,6.63E-03,-6.45E-04,3.34E-03,1.37E-02
48,5.94E-03,-1.66E-03,3.17E-03,3.84E-02
49,5.85E-03,-1.86E-03,3.01E-03,4.79E-02
50,6.02E-03,-1.74E-03,2.97E-03,4.41E-02
51,5.06E-03,-1.48E-03,3.93E-03,6.21E-02
52,5.40E-03,1.48E-03,3.80E-03,3.81E-02
53,5.44E-03,1.65E-03,3.64E-03,4.25E-02
