Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,6.17E-05,-1.55E-05,2.06E-05,4.01E-01
1,-4.34E-06,-1.76E-08,-4.51E-03,5.28E-01
2,-2.51E-03,3.33E-03,1.11E-03,1.19E-01
3,3.29E-03,-2.59E-03,7.67E-04,2.29E-02
4,3.12E-03,-2.75E-03,1.02E-03,2.86E-02
5,3.41E-03,-2.52E-03,4.81E-04,1.65E-02
6,-1.63E-03,-2.87E-03,2.71E-03,1.24E-01
7,5.81E-04,-1.54E-03,-3.95E-03,1.72E-02
8,3.86E-03,-1.78E-03,-4.88E-04,1.06E-02
9,3.85E-03,1.84E-03,-4.37E-04,8.98E-03
10,-1.06E-03,-4.12E-03,2.25E-04,3.70E-02
11,2.60E-03,2.70E-03,2.08E-03,7.79E-02
12,3.38E-03,-2.48E-03,1.21E-03,2.21E-02
13,3.73E-03,-2.11E-03,-1.22E-04,9.12E-03
14,3.55E-03,-2.38E-03,2.22E-04,1.18E-02
15,3.65E-03,-2.28E-03,7.00E-04,1.37E-02
16,4.14E-03,1.06E-04,-1.12E-03,2.21E-02
17,3.61E-03,2.35E-03,-1.06E-05,6.61E-03
18,2.11E-03,-1.80E-03,3.26E-03,1.61E-01
19,2.26E-03,-2.15E-03,2.93E-03,1.38E-01
20,4.75E-04,1.56E-03,-3.96E-03,1.60E-02
21,4.12E-03,5.94E-04,-1.05E-03,2.00E-02
22,4.01E-03,1.38E-03,-6.67E-04,1.41E-02
23,2.67E-03,2.40E-03,2.45E-03,8.53E-02
24,-4.97E-04,-1.51E-03,-3.99E-03,9.51E-03
25,-1.89E-03,-2.72E-03,2.70E-03,1.23E-01
26,-1.29E-03,-3.25E-03,2.47E-03,1.16E-01
27,-1.78E-03,-3.13E-03,2.47E-03,1.07E-01
28,-1.41E-03,-4.08E-03,4.24E-05,4.61E-02
29,4.37E-03,-6.20E-04,-3.23E-04,2.84E-02
30,2.33E-03,2.35E-03,2.77E-03,1.18E-01
31,3.45E-03,2.56E-03,2.69E-04,8.80E-03
32,1.91E-03,2.62E-04,3.83E-03,2.11E-01
33,1.52E-04,1.74E-03,-3.91E-03,1.05E-02
34,2.85E-04,-1.64E-03,-3.95E-03,1.35E-02
35,-7.08E-04,-3.86E-03,1.73E-03,8.37E-02
36,-7.01E-04,4.15E-03,7.03E-04,3.54E-02
37,4.08E-03,-1.59E-03,-6.73E-05,1.50E-02
38,2.05E-03,-1.55E-03,3.43E-03,1.76E-01
39,-1.24E-03,9.00E-04,-4.02E-03,1.71E-02
40,-1.51E-03,-7.52E-04,-3.93E-03,1.64E-02
41,-3.63E-03,-1.96E-03,1.14E-03,8.11E-02
42,3.89E-03,1.96E-03,-1.41E-05,8.83E-03
43,3.23E-03,2.56E-03,1.41E-03,2.82E-02
44,3.08E-03,2.06E-03,2.44E-03,5.57E-02
45,4.36E-03,6.37E-04,-4.16E-04,2.32E-02
46,1.89E-03,-3.38E-04,3.83E-03,2.13E-01
47,2.62E-03,-1.09E-03,3.39E-03,1.31E-01
48,1.73E-03,1.02E-04,-3.93E-03,1.77E-02
49,-2.14E-04,1.57E-03,-4.06E-03,1.03E-02
50,3.93E-04,-1.10E-03,-4.24E-03,1.35E-02
51,-1.32E-03,-1.02E-03,-3.94E-03,1.56E-02
52,-2.90E-03,-3.09E-03,-6.26E-04,1.98E-02
53,-3.39E-03,-1.96E-03,1.75E-03,9.22E-02
54,-2.17E-03,3.67E-03,-4.72E-04,4.67E-02
55,4.14E-03,1.01E-03,-8.30E-04,1.63E-02
56,4.13E-03,-7.11E-04,-9.74E-04,1.94E-02
57,4.39E-03,5.51E-05,-5.25E-04,2.55E-02
58,2.45E-03,-1.70E-03,3.19E-03,1.27E-01
59,2.01E-03,-1.15E-03,3.63E-03,1.91E-01
60,1.30E-03,-9.89E-04,-3.97E-03,1.98E-02
61,-1.48E-03,4.71E-04,-4.04E-03,1.66E-02
62,-2.99E-03,2.10E-03,2.23E-03,1.10E-01
63,-3.51E-03,-2.08E-03,1.48E-03,7.62E-02
64,-8.21E-04,-3.72E-03,2.02E-03,9.08E-02
65,-2.21E-03,-3.16E-03,2.16E-03,1.34E-01
66,-1.39E-03,-4.05E-03,1.06E-03,1.00E-01
67,-6.96E-04,-4.05E-03,1.23E-03,5.90E-02
68,-8.89E-04,3.72E-03,1.99E-03,9.89E-02
69,-1.28E-03,3.22E-03,2.55E-03,1.16E-01
70,-1.96E-03,-3.80E-03,-3.55E-04,4.83E-02
71,3.62E-03,-2.05E-03,1.73E-03,2.48E-02
72,2.22E-03,1.95E-03,3.12E-03,1.53E-01
