Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,5.67E-04,0.00E+00,-1.44E-02,1.24E-01
1,5.39E-04,0.00E+00,-1.43E-02,1.24E-01
2,5.97E-04,0.00E+00,-1.43E-02,1.10E-01
3,3.21E-04,2.16E-12,-1.46E-02,1.37E-01
4,5.63E-04,0.00E+00,-1.46E-02,1.28E-01
5,3.19E-04,-5.00E-12,-1.46E-02,1.37E-01
6,6.64E-04,0.00E+00,-1.44E-02,7.30E-02
7,6.97E-04,0.00E+00,-1.46E-02,5.82E-02
8,6.79E-04,0.00E+00,-1.38E-02,5.67E-02
9,5.14E-04,0.00E+00,-1.40E-02,1.26E-01
10,6.75E-04,-7.28E-12,-1.41E-02,5.91E-02
11,8.16E-04,0.00E+00,-1.39E-02,0.00E+00
12,5.52E-04,0.00E+00,-1.42E-02,1.21E-01
13,5.81E-04,0.00E+00,-1.31E-02,1.02E-01
14,5.25E-04,0.00E+00,-1.29E-02,1.16E-01
15,4.23E-04,0.00E+00,-1.31E-02,1.43E-01
16,5.12E-04,0.00E+00,-1.36E-02,1.22E-01
17,5.03E-04,0.00E+00,-1.38E-02,1.26E-01
18,2.79E-04,-3.64E-12,-1.37E-02,1.65E-01
19,7.28E-04,-7.28E-12,-1.42E-02,4.88E-02
20,8.06E-04,0.00E+00,-1.42E-02,0.00E+00
21,5.47E-04,0.00E+00,-1.48E-02,1.28E-01
22,7.88E-04,-1.82E-12,-1.48E-02,1.99E-02
23,3.60E-04,0.00E+00,-1.32E-02,1.54E-01
24,2.04E-04,7.28E-12,-1.32E-02,1.80E-01
25,2.61E-04,0.00E+00,-1.33E-02,1.78E-01
26,3.18E-04,0.00E+00,-1.46E-02,1.37E-01
27,3.17E-04,0.00E+00,-1.46E-02,1.37E-01
28,3.16E-04,-5.12E-12,-1.46E-02,1.37E-01
29,3.17E-04,0.00E+00,-1.46E-02,1.37E-01
30,5.03E-04,0.00E+00,-1.34E-02,1.19E-01
31,3.84E-04,1.46E-11,-1.35E-02,1.48E-01
32,5.78E-04,7.28E-12,-1.32E-02,1.01E-01
33,2.50E-04,-3.64E-12,-1.29E-02,1.88E-01
34,5.37E-04,0.00E+00,-1.49E-02,1.28E-01
35,5.69E-04,0.00E+00,-1.49E-02,1.13E-01
36,6.46E-04,-3.64E-12,-1.32E-02,7.61E-02
37,6.40E-04,-3.64E-12,-1.32E-02,7.83E-02
38,8.25E-04,0.00E+00,-1.48E-02,0.00E+00
39,7.33E-04,-3.64E-12,-1.30E-02,3.61E-02
40,8.20E-04,7.28E-12,-1.30E-02,0.00E+00
41,8.20E-04,0.00E+00,-1.30E-02,0.00E+00
42,8.22E-04,3.64E-12,-1.34E-02,0.00E+00
43,8.23E-04,0.00E+00,-1.33E-02,0.00E+00
44,6.70E-04,0.00E+00,-1.36E-02,5.98E-02
45,6.16E-04,7.28E-12,-1.35E-02,7.85E-02
46,4.31E-04,0.00E+00,-1.44E-02,1.31E-01
47,8.17E-04,-7.28E-12,-1.45E-02,0.00E+00
48,3.24E-04,0.00E+00,-1.46E-02,1.37E-01
49,8.27E-04,-1.82E-12,-1.44E-02,0.00E+00
50,8.03E-04,0.00E+00,-1.43E-02,1.12E-02
51,4.92E-04,0.00E+00,-1.49E-02,1.28E-01
52,8.25E-04,-3.64E-12,-1.35E-02,0.00E+00
53,8.13E-04,-7.28E-12,-1.37E-02,0.00E+00
54,1.69E-04,-7.28E-12,-1.35E-02,1.82E-01
55,1.98E-04,0.00E+00,-1.37E-02,1.81E-01
56,8.23E-04,-1.82E-12,-1.49E-02,0.00E+00
57,2.59E-04,0.00E+00,-1.49E-02,1.28E-01
58,8.27E-04,-1.82E-12,-1.43E-02,0.00E+00
59,3.58E-04,7.28E-12,-1.40E-02,1.46E-01
60,1.15E-04,-7.28E-12,-1.40E-02,1.69E-01
61,1.86E-04,0.00E+00,-1.38E-02,1.77E-01
62,2.58E-04,-1.46E-11,-1.42E-02,1.58E-01
63,2.55E-04,0.00E+00,-1.43E-02,1.50E-01
64,3.46E-04,0.00E+00,-1.43E-02,1.47E-01
65,2.77E-04,0.00E+00,-1.28E-02,1.80E-01
66,2.20E-04,7.28E-12,-1.28E-02,1.91E-01
67,3.93E-04,7.28E-12,-1.42E-02,1.40E-01
68,3.36E-04,0.00E+00,-1.24E-02,1.74E-01
69,3.03E-04,-7.28E-12,-1.24E-02,1.80E-01
70,2.41E-04,0.00E+00,-1.23E-02,1.90E-01
71,5.77E-04,0.00E+00,-1.26E-02,1.09E-01
72,5.77E-04,-9.55E-12,-1.26E-02,1.09E-01
73,5.78E-04,-9.44E-12,-1.26E-02,1.08E-01
74,2.15E-04,0.00E+00,-1.13E-02,2.05E-01
75,3.28E-04,0.00E+00,-1.13E-02,1.82E-01
76,1.88E-04,0.00E+00,-1.14E-02,2.08E-01
77,5.47E-04,-7.28E-12,-1.18E-02,1.20E-01
78,6.04E-04,0.00E+00,-1.18E-02,9.74E-02
79,5.63E-04,-7.28E-12,-1.18E-02,1.14E-01
80,8.19E-04,0.00E+00,-1.26E-02,0.00E+00
81,8.17E-04,0.00E+00,-1.27E-02,0.00E+00
82,5.79E-04,5.00E-12,-1.26E-02,1.08E-01
83,5.80E-04,5.00E-12,-1.26E-02,1.08E-01
84,5.48E-04,0.00E+00,-1.11E-02,1.08E-01
85,5.41E-04,0.00E+00,-1.12E-02,1.16E-01
86,6.50E-04,0.00E+00,-1.12E-02,7.12E-02
87,6.13E-04,9.09E-13,-1.22E-02,9.42E-02
88,8.17E-04,0.00E+00,-1.24E-02,0.00E+00
89,4.77E-04,0.00E+00,-1.15E-02,1.32E-01
90,5.47E-04,-5.46E-12,-1.18E-02,1.20E-01
91,6.90E-04,3.64E-12,-1.16E-02,5.34E-02
92,6.15E-04,-7.28E-12,-1.14E-02,7.99E-02
93,8.12E-04,7.28E-12,-1.13E-02,0.00E+00
94,8.21E-04,3.64E-12,-1.16E-02,0.00E+00
95,8.10E-04,7.28E-12,-1.17E-02,0.00E+00
96,8.14E-04,7.28E-12,-1.21E-02,0.00E+00
97,8.18E-04,0.00E+00,-1.22E-02,0.00E+00
98,6.14E-04,9.09E-13,-1.22E-02,9.37E-02
99,4.44E-04,0.00E+00,-1.19E-02,1.51E-01
100,4.98E-04,5.46E-12,-1.18E-02,1.34E-01
