Node Number, X [ m ], Y [ m ], Z [ m ], Wall Shear [ Pa ]
0,-1.52E-03,2.00E-04,-3.00E-03,3.15E-01
1,-1.61E-03,1.46E-05,-2.96E-03,2.57E-01
2,-1.69E-03,1.95E-04,-2.91E-03,2.22E-01
3,-9.63E-04,3.24E-03,-6.57E-05,2.55E+00
4,-1.15E-03,3.18E-03,-1.46E-04,2.46E+00
5,-1.11E-03,3.20E-03,4.56E-05,4.03E+00
6,1.72E-03,8.77E-08,-2.90E-03,2.88E-01
7,1.60E-03,-1.06E-04,-2.96E-03,3.45E-01
8,1.57E-03,1.11E-04,-2.98E-03,3.70E-01
9,4.84E-05,-3.33E-03,4.07E-04,7.04E-01
10,-3.06E-05,-3.31E-03,5.52E-04,8.61E-01
11,-1.74E-04,-3.33E-03,4.12E-04,1.03E+00
12,2.03E-03,-1.35E-03,2.32E-03,3.24E+00
13,2.11E-03,-1.49E-03,2.15E-03,2.61E+00
14,2.21E-03,-1.29E-03,2.19E-03,2.96E+00
15,1.87E-03,8.23E-04,2.68E-03,5.00E+00
16,1.87E-03,5.93E-04,2.74E-03,5.36E+00
17,2.02E-03,6.61E-04,2.62E-03,5.48E+00
18,-2.51E-03,1.93E-03,1.18E-03,2.33E+00
19,-2.34E-03,2.10E-03,1.24E-03,2.96E+00
20,-2.43E-03,2.11E-03,1.03E-03,2.68E+00
21,-3.09E-03,-3.37E-04,1.29E-03,1.77E+00
22,-3.07E-03,-1.61E-04,1.39E-03,1.89E+00
23,-3.14E-03,-1.61E-04,1.21E-03,1.71E+00
24,-1.54E-03,2.90E-03,-8.05E-04,8.29E-01
25,-1.67E-03,2.86E-03,-6.83E-04,9.12E-01
26,-1.52E-03,2.96E-03,-5.98E-04,1.08E+00
27,-1.49E-03,9.24E-04,-2.88E-03,2.62E-01
28,-1.33E-03,8.77E-04,-2.97E-03,3.38E-01
29,-1.43E-03,7.41E-04,-2.97E-03,3.23E-01
30,-2.18E-03,1.90E-04,-2.57E-03,1.48E-01
31,-2.25E-03,1.46E-05,-2.51E-03,1.48E-01
32,-2.32E-03,1.91E-04,-2.44E-03,1.58E-01
33,2.66E-04,1.17E-03,-3.16E-03,5.00E-01
34,1.18E-04,1.03E-03,-3.21E-03,8.02E-01
35,1.77E-05,1.22E-03,-3.15E-03,4.38E-01
36,-8.46E-04,3.23E-03,-5.67E-04,9.93E-01
37,-9.84E-04,3.21E-03,-4.25E-04,1.29E+00
38,-8.12E-04,3.27E-03,-3.58E-04,1.26E+00
39,7.95E-04,8.91E-04,-3.16E-03,6.88E-01
40,9.35E-04,7.62E-04,-3.15E-03,6.67E-01
41,7.33E-04,7.28E-04,-3.21E-03,8.73E-01
42,-6.82E-04,9.83E-04,-3.16E-03,5.96E-01
43,-4.80E-04,1.08E-03,-3.16E-03,5.96E-01
44,-5.35E-04,8.80E-04,-3.21E-03,7.82E-01
45,-2.92E-03,-3.36E-04,1.65E-03,2.18E+00
46,-2.88E-03,-1.61E-04,1.74E-03,2.30E+00
47,-2.98E-03,-1.61E-04,1.57E-03,2.09E+00
48,-4.02E-04,3.01E-03,1.49E-03,3.28E+00
49,-3.31E-04,3.11E-03,1.30E-03,2.84E+00
50,-5.28E-04,3.06E-03,1.35E-03,5.11E+00
51,-1.32E-03,1.04E-03,-2.93E-03,2.90E-01
52,-1.18E-03,9.37E-04,-3.02E-03,3.95E-01
53,-1.36E-03,3.09E-03,-2.13E-04,2.36E+00
54,-1.30E-03,3.13E-03,-3.19E-05,3.69E+00
55,-3.72E-04,3.36E-03,-1.84E-04,9.29E-01
56,-6.05E-04,3.32E-03,-2.40E-04,1.19E+00
57,-5.08E-04,3.35E-03,-2.20E-05,1.34E+00
58,-1.34E-03,-3.36E-04,3.07E-03,5.69E+00
59,-1.16E-03,-3.36E-04,3.15E-03,5.21E+00
60,-1.25E-03,-1.61E-04,3.12E-03,5.38E+00
61,-2.28E-03,1.95E-03,1.55E-03,2.83E+00
62,-2.17E-03,2.03E-03,1.61E-03,3.18E+00
63,-2.22E-03,2.10E-03,1.45E-03,3.26E+00
64,3.21E-03,-5.96E-05,-1.04E-03,2.51E-01
65,3.25E-03,1.22E-04,-8.89E-04,2.93E-01
66,3.25E-03,-1.43E-04,-8.63E-04,2.91E-01
67,-6.91E-04,2.32E-03,2.36E-03,4.02E+00
68,-7.97E-04,2.45E-03,2.19E-03,3.84E+00
69,-8.75E-04,2.33E-03,2.29E-03,3.96E+00
70,3.19E-03,5.51E-04,-9.50E-04,2.47E-01
71,3.22E-03,6.28E-04,-7.68E-04,2.85E-01
72,3.25E-03,3.84E-04,-8.21E-04,2.93E-01
73,-2.81E-04,-1.15E-03,-3.15E-03,5.88E-01
74,-1.15E-04,-1.00E-03,-3.21E-03,8.44E-01
75,-2.50E-05,-1.20E-03,-3.14E-03,5.84E-01
76,-1.92E-03,-2.67E-03,-6.75E-04,7.90E-01
77,-1.91E-03,-2.73E-03,-4.14E-04,1.14E+00
78,-2.05E-03,-2.61E-03,-5.34E-04,8.11E-01
79,1.22E-03,-1.14E-03,-2.93E-03,3.92E-01
80,1.08E-03,-1.02E-03,-3.02E-03,4.79E-01
81,1.27E-03,-9.56E-04,-2.97E-03,4.26E-01
82,-1.75E-03,-2.80E-03,-6.03E-04,1.00E+00
83,-5.95E-04,2.79E-03,1.83E-03,3.79E+00
84,-7.27E-04,2.83E-03,1.71E-03,4.90E+00
85,-7.14E-04,2.72E-03,1.87E-03,4.16E+00
86,3.07E-03,1.26E-03,-6.30E-04,1.75E-01
87,3.08E-03,1.30E-03,-4.75E-04,1.86E-01
88,3.15E-03,1.12E-03,-4.94E-04,2.37E-01
89,-2.24E-03,2.46E-03,-5.95E-04,5.20E-01
90,-2.35E-03,2.40E-03,-4.08E-04,5.41E-01
91,-2.19E-03,2.54E-03,-3.99E-04,6.83E-01
92,-5.26E-04,2.86E-03,1.72E-03,3.58E+00
93,3.13E-03,1.07E-03,-6.71E-04,2.12E-01
94,-1.24E-03,3.05E-03,-7.61E-04,9.15E-01
95,-1.32E-03,3.06E-03,-5.75E-04,1.17E+00
96,-1.08E-03,3.15E-03,-5.91E-04,1.08E+00
97,-2.51E-03,1.50E-03,1.69E-03,2.53E+00
98,-2.41E-03,1.65E-03,1.70E-03,2.62E+00
99,-2.51E-03,1.64E-03,1.56E-03,2.43E+00
100,-4.79E-05,1.71E-03,-2.92E-03,1.59E-01
101,1.08E-04,1.59E-03,-2.98E-03,2.36E-01
102,-7.51E-05,1.52E-03,-3.01E-03,2.55E-01
103,3.12E-04,1.63E-03,-2.94E-03,2.43E-01
104,2.37E-04,1.47E-03,-3.03E-03,3.15E-01
105,6.05E-04,1.53E-03,-2.95E-03,3.09E-01
106,5.85E-04,1.38E-03,-3.03E-03,3.81E-01
107,4.40E-04,1.51E-03,-2.99E-03,3.11E-01
108,1.17E-03,-2.69E-04,-3.15E-03,7.10E-01
109,1.02E-03,-1.06E-04,-3.21E-03,9.05E-01
110,1.21E-03,-1.28E-05,-3.15E-03,6.82E-01
111,3.15E-03,-1.18E-03,-1.52E-04,3.36E-01
112,3.21E-03,-9.80E-04,-2.64E-04,3.81E-01
113,3.22E-03,-9.93E-04,-6.70E-05,6.01E-01
114,6.45E-05,2.92E-03,1.71E-03,2.33E+00
115,-6.46E-05,3.00E-03,1.56E-03,2.20E+00
