Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
0,2.85E-03,1.05E-05,9.39E-04,3.02E-02
1,-2.47E-03,3.86E-03,1.30E-03,1.36E-01
2,-1.93E-03,-6.25E-03,7.65E-03,1.40E-01
3,-3.52E-03,-2.95E-03,3.62E-04,3.15E-02
4,4.99E-04,3.94E-04,-1.20E-02,2.67E-01
5,6.01E-04,-2.10E-04,-1.42E-02,2.67E-01
6,-3.70E-04,-1.42E-03,-4.33E-03,1.13E-02
7,-2.31E-03,-6.47E-03,2.17E-03,9.86E-02
8,-1.03E-03,-7.58E-04,-4.49E-03,1.43E-02
9,-3.47E-03,3.04E-03,3.65E-04,3.00E-02
10,6.56E-04,2.54E-04,-1.47E-02,2.72E-01
11,-5.91E-04,4.31E-04,-1.46E-02,2.65E-01
12,-6.15E-04,-1.95E-05,-1.03E-02,2.77E-01
13,7.75E-04,-5.23E-04,-4.61E-03,3.12E-02
14,4.14E-04,-4.18E-04,-6.63E-03,3.09E-01
15,-2.01E-03,-6.76E-03,3.26E-03,1.39E-01
16,-2.73E-03,-5.26E-03,8.46E-03,1.44E-01
17,-2.99E-03,-4.75E-03,2.14E-03,1.67E-01
18,-1.72E-03,-3.86E-03,2.03E-03,1.13E-01
19,-2.44E-03,-3.86E-03,-2.30E-04,3.34E-02
20,-1.12E-05,6.15E-04,-1.08E-02,2.92E-01
21,-3.07E-03,-5.22E-03,1.29E-02,1.32E-01
22,-2.16E-03,-6.08E-03,9.84E-03,1.15E-01
23,-8.66E-04,4.20E-03,1.67E-03,5.71E-02
24,-1.88E-03,-5.92E-03,8.56E-03,1.18E-01
25,4.49E-03,8.54E-05,-1.24E-03,1.55E-02
26,-2.05E-03,5.53E-03,7.55E-03,1.04E-01
27,-1.23E-04,-6.89E-04,-5.22E-03,1.80E-01
28,6.69E-04,1.04E-03,-4.52E-03,1.62E-02
29,-2.64E-04,5.61E-04,-7.81E-03,2.55E-01
30,-1.84E-03,4.41E-03,1.72E-03,1.85E-01
31,2.71E-03,1.47E-03,3.38E-03,1.23E-01
32,-3.11E-03,-6.78E-03,3.81E-03,1.43E-01
33,-6.02E-04,2.39E-05,-8.50E-03,2.82E-01
34,-2.45E-03,-4.41E-03,1.23E-02,1.27E-01
35,-2.83E-03,-4.44E-03,1.27E-02,1.35E-01
36,-3.13E-03,-6.54E-03,4.52E-03,1.47E-01
37,-3.03E-03,6.80E-03,5.17E-03,1.58E-01
38,-6.03E-04,4.25E-05,-7.59E-03,2.83E-01
39,-4.93E-04,-3.74E-04,-1.42E-02,2.94E-01
40,5.90E-03,-3.04E-04,1.89E-03,1.58E-03
41,4.74E-04,-3.95E-04,-5.85E-03,2.63E-01
42,8.55E-05,-6.29E-04,-1.29E-02,2.74E-01
43,1.15E-03,1.05E-03,-4.33E-03,1.68E-02
44,-2.76E-03,5.00E-03,9.68E-03,1.27E-01
45,-2.70E-03,-5.53E-03,1.28E-02,1.32E-01
46,-2.71E-03,6.37E-03,2.26E-03,1.51E-01
47,-3.58E-03,2.58E-03,1.23E-03,5.87E-02
48,4.86E-03,1.49E-03,2.20E-03,2.02E-03
49,-2.70E-03,-5.95E-03,1.03E-02,1.70E-01
50,-3.12E-03,6.57E-03,4.53E-03,1.59E-01
51,-2.30E-03,-5.42E-03,7.50E-03,1.19E-01
52,-4.49E-03,9.47E-04,1.35E-04,3.71E-02
53,-2.33E-03,-6.85E-03,6.50E-03,1.52E-01
54,-3.05E-03,4.89E-03,1.18E-02,1.30E-01
55,-2.39E-03,-5.05E-03,9.09E-03,1.31E-01
56,-2.13E-03,-4.47E-03,1.27E-02,1.16E-01
57,-1.87E-03,-5.51E-03,2.40E-03,9.19E-02
58,-2.51E-03,5.67E-03,1.49E-03,1.18E-01
59,-2.24E-03,-5.73E-03,1.63E-03,1.14E-01
60,5.06E-03,-4.65E-04,2.80E-03,1.41E-03
61,-2.30E-03,6.42E-03,8.14E-03,1.59E-01
62,-2.25E-03,6.87E-03,2.94E-03,1.34E-01
63,-1.85E-03,3.53E-03,2.40E-03,8.74E-02
64,2.97E-03,-2.31E-03,2.59E-03,7.16E-02
65,-3.10E-03,-4.57E-03,1.28E-02,9.04E-02
66,-5.29E-04,4.44E-04,-4.92E-03,2.18E-01
67,5.79E-04,-2.91E-04,-9.34E-03,2.27E-01
68,-6.35E-04,-3.88E-03,2.35E-03,7.25E-02
69,2.81E-03,-3.26E-04,3.65E-03,1.28E-01
70,-2.40E-03,-3.04E-03,2.48E-03,8.61E-02
71,4.12E-03,-1.82E-03,-8.95E-04,9.92E-03
72,1.29E-03,4.84E-04,-4.43E-03,1.66E-02
73,-3.85E-04,4.98E-04,-9.51E-03,2.71E-01
74,-3.27E-03,-2.71E-03,1.79E-03,6.47E-02
75,-3.13E-03,-4.13E-03,1.26E-03,1.11E-01
76,6.60E-04,-2.10E-04,-1.47E-02,2.74E-01
77,-1.42E-04,6.11E-04,-1.41E-02,3.04E-01
78,-3.04E-03,5.34E-03,1.23E-02,1.29E-01
79,-2.37E-03,5.74E-03,6.31E-03,1.20E-01
80,-2.93E-03,-6.77E-03,5.48E-03,1.93E-01
81,-2.74E-03,-6.55E-03,7.14E-03,2.08E-01
82,-2.87E-03,6.12E-03,4.07E-03,1.39E-01
83,-2.02E-03,-5.96E-03,5.89E-03,1.24E-01
84,-2.13E-03,4.83E-03,1.06E-02,1.15E-01
85,-2.74E-03,-6.35E-03,8.52E-03,1.54E-01
86,-3.16E-03,2.96E-03,1.86E-03,5.83E-02
87,-3.11E-03,6.47E-03,3.36E-03,1.45E-01
88,-1.97E-03,-5.22E-03,1.25E-02,1.30E-01
89,1.07E-04,6.61E-04,-1.30E-02,2.69E-01
90,-2.95E-03,5.88E-03,1.02E-02,1.24E-01
91,-2.09E-03,5.54E-03,2.72E-03,1.57E-01
